_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
4174566,4227299,2017,2018,1962,PRIVATE,06,York Centre,4100 BATHURST ST,5,37,2019-02-25,63,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,4,3,3,3,3,3,3,5,3,3,3,3,4,2,N/A,N0629,43.7454927714,-79.4364245515,309904.96,4844838.53
4174567,4154602,2017,2018,1950,PRIVATE,06,York Centre,4110 BATHURST ST,3,16,2019-02-25,65,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,N/A,3,N/A,3,3,3,5,3,3,3,4,4,3,N/A,N0629,43.74586214,-79.4365128127,309897.822,4844879.562
4174568,4155485,2017,2018,1957,PRIVATE,03,Etobicoke-Lakeshore,12 ALBERT AVE,3,12,2019-02-25,81,Evaluation needs to be conducted in 2 years,15,4,3,4,5,4,4,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,4,N/A,W0336,43.6158886447,-79.4889237637,305678.326,4830438.387
4174569,4155484,2017,2018,1950,PRIVATE,03,Etobicoke-Lakeshore,16 ALBERT AVE,3,18,2019-02-25,83,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,4,N/A,3,N/A,N/A,4,5,5,5,5,4,N/A,4,3,N/A,W0336,43.6159770796,-79.4891131322,305663.04,4830448.21
4174570,4154856,2017,2018,1950,PRIVATE,16,Don Valley East,76 BARTLEY DR,3,10,2019-02-25,80,Evaluation needs to be conducted in 2 years,16,4,3,4,4,4,5,N/A,4,N/A,4,5,4,5,4,4,3,N/A,4,3,N/A,N1631,43.722668083,-79.306350662,320386.727,4842320.003
4174571,4154857,2017,2018,1962,PRIVATE,16,Don Valley East,80 BARTLEY DR,3,10,2019-02-25,77,Evaluation needs to be conducted in 2 years,15,4,4,4,4,3,4,N/A,5,N/A,N/A,4,3,5,3,4,4,N/A,3,4,N/A,N1631,43.722615158,-79.306619676,320365.066,4842314.073
4174572,4153545,2017,2018,1917,PRIVATE,13,Toronto Centre,96 ISABELLA ST,4,28,2019-02-25,79,Evaluation needs to be conducted in 2 years,14,3,4,4,4,4,4,N/A,3,N/A,N/A,4,4,5,4,4,4,N/A,4,N/A,N/A,S1322,43.668954869,-79.380480475,314422.606,4836341.446
4174573,4153529,2017,2018,1960,PRIVATE,13,Toronto Centre,105 ISABELLA ST,11,221,2019-02-25,78,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,4,N/A,4,2,4,4,4,4,4,4,4,N/A,S1322,43.668460296,-79.379959886,314464.668,4836286.561
4174574,4153991,2017,2018,1950,PRIVATE,12,Toronto-St. Paul's,115 EGLINTON AVE W,3,18,2019-02-25,64,Evaluation needs to be conducted in 1 year,15,3,3,5,3,3,3,N/A,3,N/A,3,3,3,4,3,3,3,N/A,3,N/A,N/A,S1227,43.7056921663,-79.402181637,312668.051,4840419.64
4174575,4153990,2017,2018,1950,PRIVATE,12,Toronto-St. Paul's,119 EGLINTON AVE W,3,18,2019-02-25,64,Evaluation needs to be conducted in 1 year,15,3,2,5,3,3,3,N/A,3,N/A,3,3,3,4,3,3,3,N/A,4,N/A,N/A,S1227,43.7056468063,-79.4024028495,312650.228,4840414.579
4174576,4290959,2018,2018,1962,PRIVATE,03,Etobicoke-Lakeshore,25 ELIZABETH ST,3,29,2019-02-25,74,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,4,N/A,4,N/A,3,3,3,5,4,4,4,4,4,3,N/A,W0336,43.6135850358,-79.4949390042,305192.817,4830182.433
4174577,4152620,2017,2018,1956,PRIVATE,20,Scarborough Southwest,68 HARRIS PARK DR,3,11,2019-02-22,79,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,N/A,4,N/A,4,4,3,5,3,4,4,N/A,4,4,N/A,E2021,43.722488216,-79.2987114556,321002.536,4842300.513
4174578,4155802,2017,2018,1956,PRIVATE,20,Scarborough Southwest,14 ENGELHART CRES,3,11,2019-02-22,76,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,3,N/A,4,N/A,4,4,4,5,3,4,4,N/A,3,3,N/A,E2021,43.7220330061,-79.3004691697,320861.043,4842249.596
4174579,4153533,2017,2018,1963,PRIVATE,13,Toronto Centre,59 ISABELLA ST,14,101,2019-02-22,82,Evaluation needs to be conducted in 2 years,19,5,4,4,4,4,4,4,4,4,N/A,5,4,5,4,4,4,4,4,3,4,S1322,43.667962528,-79.382564773,314254.674,4836230.967
4174580,4154524,2017,2018,1957,PRIVATE,08,Eglinton-Lawrence,22 HOTSPUR RD,3,10,2019-02-22,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,N/A,4,3,5,3,3,2,3,3,2,N/A,N0823,43.733108285,-79.434844244,310014.946,4843450.384
4174581,4154558,2017,2018,1983,TCHC,08,Eglinton-Lawrence,3174 BATHURST ST,12,181,2019-02-22,77,Evaluation needs to be conducted in 2 years,19,3,4,4,4,3,4,4,3,5,N/A,4,4,5,4,3,3,4,4,4,4,N0823,43.7219200782,-79.4309398102,310348.858,4842220.108
4174582,4154863,2017,2018,1956,PRIVATE,16,Don Valley East,1594 VICTORIA PARK AVE,4,28,2019-02-22,89,Evaluation needs to be conducted in 3 years,18,4,4,5,4,4,4,N/A,5,5,4,5,5,5,4,4,4,5,4,5,N/A,N1628,43.7295535678,-79.3051792736,320479.575,4843084.207
4174583,4154485,2017,2018,1992,TCHC,08,Eglinton-Lawrence,3036-3050 BATHURST ST,7,160,2019-02-22,75,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,3,4,N/A,4,3,5,3,3,3,3,4,4,4,N0827,43.718487778,-79.429895751,310427.489,4841848.69
4174584,4153108,2018,2018,,PRIVATE,09,Davenport,156 BRANDON AVE,4,19,2019-02-22,54,Evaluation needs to be conducted in 1 year,16,2,3,3,2,3,3,N/A,2,N/A,N/A,3,3,5,2,2,2,3,2,3,N/A,S0927,43.669233242,-79.445930587,309144.453,4836366.875
4174585,4152936,2017,2018,1914,PRIVATE,04,Parkdale-High Park,1914 BLOOR ST W,3,16,2019-02-22,63,Evaluation needs to be conducted in 1 year,15,3,4,3,3,N/A,3,N/A,4,N/A,N/A,3,3,5,3,3,3,3,2,2,N/A,S0428,43.653724315,-79.466048263,307522.842,4834643.12
4174586,4154976,2017,2018,1920,PRIVATE,12,Toronto-St. Paul's,195 VAUGHAN RD,4,32,2019-02-22,79,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,3,N/A,4,N/A,4,4,4,5,3,4,4,N/A,3,N/A,N/A,S1229,43.6868381071,-79.4220275431,311070.51,4838323.284
4174587,4154975,2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,189 VAUGHAN RD,4,16,2019-02-22,69,Evaluation needs to be conducted in 2 years,15,3,4,4,3,1,4,N/A,4,N/A,N/A,3,3,5,4,4,3,4,3,N/A,N/A,S1229,43.6867106678,-79.421940478,311077.542,4838309.131
4174588,4154983,2017,2018,1952,PRIVATE,12,Toronto-St. Paul's,194 VAUGHAN RD,4,22,2019-02-22,67,Evaluation needs to be conducted in 2 years,14,3,4,4,3,3,3,N/A,4,N/A,N/A,4,3,2,4,3,3,N/A,4,N/A,N/A,S1229,43.6868615929,-79.4228739886,311002.268,4838325.831
4174589,4155083,2017,2018,1965,PRIVATE,05,York South-Weston,7 NASHVILLE AVE,4,23,2019-02-22,64,Evaluation needs to be conducted in 1 year,17,4,4,3,3,3,2,N/A,3,N/A,3,3,4,5,3,3,2,3,3,3,N/A,W0536,43.683178102,-79.4735022306,306920.77,4837914.084
4174590,4152946,2017,2018,1997,SOCIAL HOUSING,04,Parkdale-High Park,2750 DUNDAS ST W,6,30,2019-02-22,73,Evaluation needs to be conducted in 2 years,19,3,4,4,3,4,3,3,3,5,4,3,4,5,4,4,3,3,4,3,N/A,S0429,43.665346577,-79.460923141,307935.755,4835938.396
4174591,4155084,2017,2018,1957,PRIVATE,05,York South-Weston,3 NASHVILLE AVE,4,21,2019-02-22,79,Evaluation needs to be conducted in 2 years,15,3,3,4,4,5,3,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,4,N/A,W0536,43.6832687554,-79.4730881792,306954.151,4837924.166
4174592,4154525,2017,2018,1952,PRIVATE,08,Eglinton-Lawrence,24 HOTSPUR RD,3,10,2019-02-22,70,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,3,N/A,3,N/A,N/A,4,3,5,3,3,3,3,3,3,N/A,N0823,43.733057329,-79.435090946,309994.884,4843443.039
4174593,4154690,2017,2018,1950,PRIVATE,06,York Centre,4109 BATHURST ST,3,10,2019-02-22,63,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,3,3,3,5,3,3,3,N/A,3,3,N/A,N0630,43.746407389,-79.435862592,309949.881,4844941.132
4174594,4154691,2017,2018,1955,PRIVATE,06,York Centre,4111 BATHURST ST,3,11,2019-02-22,63,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,3,3,3,5,3,3,3,N/A,3,3,N/A,N0630,43.746615983,-79.435910637,309945.994,4844964.303
4174595,4154601,2017,2018,1955,PRIVATE,06,York Centre,4114 BATHURST ST,4,17,2019-02-22,68,Evaluation needs to be conducted in 2 years,17,3,3,3,4,4,4,N/A,3,N/A,3,3,3,3,4,4,4,3,4,3,N/A,N0629,43.746147891,-79.4365743,309892.583,4844912.259
4174596,4154864,2017,2018,1955,PRIVATE,16,Don Valley East,2 BIGGIN CRT,4,77,2019-02-22,81,Evaluation needs to be conducted in 2 years,18,5,4,5,4,4,3,N/A,4,5,4,5,4,5,3,4,3,5,3,3,N/A,N1628,43.7290550556,-79.3049498934,320498.183,4843028.87
4174597,4153989,2017,2018,1940,PRIVATE,12,Toronto-St. Paul's,63 MAXWELL AVE,3,33,2019-02-22,76,Evaluation needs to be conducted in 2 years,16,3,4,5,4,4,4,N/A,3,N/A,3,4,5,5,3,3,4,N/A,4,3,N/A,S1227,43.705877825,-79.4013471201,312735.285,4840440.348
4174598,4153992,2017,2018,1928,PRIVATE,12,Toronto-St. Paul's,48 MAXWELL AVE,3,29,2019-02-22,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,N/A,3,N/A,N/A,4,4,5,4,4,4,N/A,4,4,N/A,S1227,43.7057591622,-79.4018857933,312691.886,4840427.112
4174599,4152937,2017,2018,1914,PRIVATE,04,Parkdale-High Park,1920 BLOOR ST W,3,16,2019-02-22,63,Evaluation needs to be conducted in 1 year,15,3,4,4,3,N/A,3,N/A,4,N/A,N/A,3,3,5,3,3,3,2,2,2,N/A,S0428,43.653685383,-79.466255527,307506.125,4834638.788
4174600,4152621,2017,2018,1956,PRIVATE,20,Scarborough Southwest,64 HARRIS PARK DR,3,11,2019-02-22,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,N/A,4,N/A,4,4,3,5,3,4,4,N/A,3,4,N/A,E2021,43.7221951584,-79.2984586067,321022.987,4842268.005
4174601,4156038,2017,2018,1969,TCHC,13,Toronto Centre,375 BLEECKER ST,24,327,2019-02-21,65,Evaluation needs to be conducted in 1 year,19,3,4,4,3,3,4,4,4,3,N/A,3,3,3,3,3,4,3,3,2,3,S1323,43.670607632,-79.374814757,314879.229,4836525.724
4174602,4154603,2017,2018,1964,PRIVATE,06,York Centre,4160 BATHURST ST,7,67,2019-02-21,64,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,3,3,3,3,3,2,3,5,4,3,3,4,4,3,N/A,N0629,43.7478559496,-79.4370573738,309853.799,4845101.032
4174603,4154692,2017,2018,1959,PRIVATE,06,York Centre,4141 BATHURST ST,3,30,2019-02-21,85,Evaluation needs to be conducted in 2 years,19,5,4,4,4,5,5,4,4,5,4,4,4,5,4,4,4,4,4,4,N/A,N0630,43.7480692868,-79.436244411,309919.254,4845124.782
4174604,4154866,2017,2018,1955,PRIVATE,16,Don Valley East,5 BIGGIN CRT,4,65,2019-02-21,75,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,3,4,3,3,4,5,4,3,4,4,4,3,N/A,N1628,43.7279966031,-79.3068020912,320349.24,4842910.937
4174605,4154867,2017,2018,1955,PRIVATE,16,Don Valley East,3 BIGGIN CRT,4,55,2019-02-21,76,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,3,N/A,4,4,3,4,4,4,4,4,4,4,4,3,N/A,N1628,43.7282648735,-79.3058539405,320425.555,4842940.919
4174606,4155033,2017,2018,1960,PRIVATE,12,Toronto-St. Paul's,682 NORTHCLIFFE BLVD,6,54,2019-02-21,81,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,N/A,4,4,3,5,4,5,4,3,4,5,4,3,N/A,S1222,43.695608909,-79.4478332709,308989.478,4839296.063
4174607,4155038,2017,2018,1968,PRIVATE,12,Toronto-St. Paul's,633 NORTHCLIFFE BLVD,11,86,2019-02-21,71,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,3,N/A,4,3,N/A,3,4,4,4,3,5,3,3,2,N/A,S1222,43.695129788,-79.4469525657,309060.504,4839242.877
4174608,4155028,2017,2018,1968,PRIVATE,12,Toronto-St. Paul's,620 NORTHCLIFFE BLVD,9,68,2019-02-21,89,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,4,5,5,5,4,5,4,5,4,4,5,5,4,4,N/A,S1222,43.6935553458,-79.447286922,309033.655,4839067.943
4174609,4153751,,2018,1955,PRIVATE,11,University-Rosedale,171 ST CLAIR AVE E,4,36,2019-02-21,57,Evaluation needs to be conducted in 1 year,18,2,3,3,2,3,3,3,3,3,N/A,2,2,5,3,3,3,3,2,3,N/A,S1121,43.689555816,-79.3860183305,313973.181,4838628.565
4174610,4153784,2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,107 REDPATH AVE,4,31,2019-02-21,76,Evaluation needs to be conducted in 2 years,17,3,3,5,4,4,3,N/A,4,3,3,4,4,5,4,4,4,N/A,4,4,N/A,S1228,43.70726196,-79.392157865,313475.429,4840596
4174611,4155092,2017,2018,2009,SOCIAL HOUSING,05,York South-Weston,2600 EGLINTON AVE W,3,32,2019-02-21,69,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,4,N/A,3,N/A,N/A,3,3,5,4,3,3,N/A,4,3,3,W0533,43.690839177,-79.473005863,306960.28,4838766.144
4174612,4155034,2017,2018,1965,PRIVATE,12,Toronto-St. Paul's,640 LAUDER AVE,10,129,2019-02-21,81,Evaluation needs to be conducted in 2 years,19,5,4,5,3,4,3,4,4,4,4,3,5,5,4,3,5,5,4,3,N/A,S1222,43.6937773713,-79.446160477,309124.445,4839092.664
4174613,4156002,2017,2018,1937,PRIVATE,08,Eglinton-Lawrence,1798 EGLINTON AVE W,3,34,2019-02-21,70,Evaluation needs to be conducted in 2 years,14,3,3,4,3,2,3,N/A,5,N/A,N/A,4,4,5,3,3,3,N/A,4,N/A,N/A,N0831,43.696142079,-79.449199473,308871.662,4839354.179
4174614,4153752,2017,2018,1960,PRIVATE,11,University-Rosedale,309 MOUNT PLEASANT RD,3,25,2019-02-21,70,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,4,N/A,4,N/A,N/A,4,2,4,3,4,4,3,3,3,N/A,S1122,43.6901802486,-79.3829319202,314221.897,4838698.284
4174615,4154517,2017,2018,1956,PRIVATE,08,Eglinton-Lawrence,27 HOTSPUR RD,3,11,2019-02-21,64,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,3,N/A,3,N/A,N/A,3,3,5,3,3,3,3,3,3,N/A,N0823,43.732489237,-79.434967025,310023.188,4843394.977
4174616,4154518,2017,2018,1956,PRIVATE,08,Eglinton-Lawrence,25 HOTSPUR RD,3,11,2019-02-21,80,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,N/A,N/A,5,3,5,4,4,4,3,4,3,N/A,N0823,43.732579372,-79.43469867,310044.798,4843405.008
4174617,4152583,2017,2018,1954,PRIVATE,20,Scarborough Southwest,62 GLEN EVEREST RD,4,46,2019-02-21,73,Evaluation needs to be conducted in 2 years,16,4,3,4,3,3,3,N/A,4,N/A,N/A,4,4,5,3,4,3,4,4,3,N/A,E2035,43.702519583,-79.253065845,324686.511,4840092.937
4174618,4155085,2017,2018,1958,PRIVATE,05,York South-Weston,1650 KEELE ST,4,22,2019-02-21,61,Evaluation needs to be conducted in 1 year,17,3,3,5,3,3,2,N/A,4,N/A,2,3,3,4,3,3,3,3,3,2,N/A,W0536,43.6834927001,-79.4726312444,306990.985,4837949.057
4174619,4152941,2017,2018,1958,PRIVATE,04,Parkdale-High Park,205 KEELE ST,4,42,2019-02-21,72,Evaluation needs to be conducted in 2 years,17,3,3,4,4,3,3,N/A,4,N/A,3,4,3,4,4,4,3,4,4,4,N/A,S0429,43.6597146756,-79.4617878892,307866.434,4835307.806
4174620,4153805,2017,2018,1930,PRIVATE,12,Toronto-St. Paul's,196 EGLINTON AVE E,4,25,2019-02-21,76,Evaluation needs to be conducted in 2 years,15,3,3,5,4,3,4,N/A,3,N/A,3,4,4,5,4,4,4,N/A,4,N/A,N/A,S1221,43.7083456861,-79.3923007973,313466.197,4840711.342
4174621,4154967,2017,2018,1950,PRIVATE,12,Toronto-St. Paul's,105 KENWOOD AVE,4,31,2019-02-20,79,Evaluation needs to be conducted in 2 years,14,4,4,4,3,4,3,N/A,5,N/A,N/A,4,3,5,4,4,4,N/A,4,N/A,N/A,S1229,43.685885734,-79.4229628704,310995.199,4838217.402
4174622,4152912,2017,2018,1927,PRIVATE,04,Parkdale-High Park,117 RUNNYMEDE RD,4,42,2019-02-20,69,Evaluation needs to be conducted in 2 years,14,3,3,3,4,4,4,N/A,3,N/A,N/A,4,2,5,3,3,4,N/A,3,N/A,N/A,S0430,43.650715997,-79.475696715,306744.649,4834308.671
4174623,4272882,2017,2018,1952,PRIVATE,11,University-Rosedale,468 SUMMERHILL AVE,3,34,2019-02-20,83,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,N/A,4,N/A,N/A,5,4,5,4,4,4,N/A,4,4,N/A,S1130,43.686670483,-79.374860081,314872.929,4838310.28
4174624,4154526,2017,2018,1957,PRIVATE,08,Eglinton-Lawrence,26 HOTSPUR RD,3,12,2019-02-20,74,Evaluation needs to be conducted in 2 years,16,4,2,4,4,3,4,N/A,3,N/A,N/A,4,3,5,3,4,4,4,4,4,N/A,N0823,43.732993608,-79.435337662,309977.291,4843434.838
4174625,4153733,2017,2018,1950,PRIVATE,11,University-Rosedale,464 SUMMERHILL AVE,3,19,2019-02-20,77,Evaluation needs to be conducted in 2 years,15,4,3,4,4,4,4,N/A,4,N/A,N/A,4,4,4,4,4,4,N/A,4,3,N/A,S1130,43.686586172,-79.375116004,314852.311,4838300.882
4174626,4154527,2017,2018,1957,PRIVATE,08,Eglinton-Lawrence,32 HOTSPUR RD,3,10,2019-02-20,69,Evaluation needs to be conducted in 2 years,16,3,4,4,3,3,4,N/A,3,N/A,N/A,3,3,4,3,4,4,3,3,4,N/A,N0823,43.732850466,-79.435796774,309949.31,4843417.109
4174627,4154871,2017,2018,1960,PRIVATE,16,Don Valley East,21 ECCLESTON DR,4,64,2019-02-20,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,3,5,4,5,4,4,5,5,3,4,4,4,3,3,N/A,N1628,43.7270536549,-79.3169518381,319531.775,4842804.342
4174628,4155031,2021,2018,1960,PRIVATE,12,Toronto-St. Paul's,1801 EGLINTON AVE W,3,41,2019-02-20,78,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,N/A,3,5,N/A,5,4,5,4,3,4,N/A,3,3,N/A,S1222,43.695756472,-79.449018677,308893.65,4839313.352
4174629,4153058,2017,2018,1930,PRIVATE,04,Parkdale-High Park,1585 BLOOR ST W,3,48,2019-02-20,63,Evaluation needs to be conducted in 1 year,15,4,3,3,3,3,3,N/A,3,N/A,3,3,2,5,3,3,3,N/A,3,N/A,N/A,S0432,43.655531643,-79.454594071,308446.68,4834844.344
4174630,4155767,2017,2018,1960,PRIVATE,06,York Centre,10 ELLISON AVE,3,12,2019-02-20,66,Evaluation needs to be conducted in 2 years,16,3,3,3,4,3,4,N/A,3,N/A,N/A,2,3,5,4,3,3,4,3,3,N/A,N0629,43.7500169368,-79.4379486649,309781.844,4845341.052
4174631,4154876,2017,2018,1960,PRIVATE,16,Don Valley East,26 SLOANE AVE,4,60,2019-02-20,85,Evaluation needs to be conducted in 2 years,19,4,4,5,5,5,4,5,4,5,5,4,5,5,3,4,4,4,3,3,N/A,N1628,43.7266750646,-79.3142450154,319749.941,4842762.762
4174632,4155080,2017,2018,1975,PRIVATE,05,York South-Weston,2501 EGLINTON AVE W,4,25,2019-02-20,62,Evaluation needs to be conducted in 1 year,19,3,4,5,3,3,3,3,4,3,3,4,2,5,2,2,3,2,3,2,N/A,W0537,43.691064563,-79.469709791,307225.981,4838791.27
4174633,4154875,2017,2018,1960,PRIVATE,16,Don Valley East,1 ECCLESTON DR,4,62,2019-02-20,83,Evaluation needs to be conducted in 2 years,19,4,4,5,5,5,4,5,4,5,5,4,5,5,2,4,4,3,3,3,N/A,N1628,43.727010393,-79.3140806139,319763.103,4842800.045
4174634,4155740,2017,2018,1967,PRIVATE,06,York Centre,4222 BATHURST ST,8,77,2019-02-20,79,Evaluation needs to be conducted in 2 years,18,4,4,3,4,4,4,3,4,4,N/A,4,3,5,4,4,4,4,4,5,N/A,N0629,43.7495949596,-79.4376915029,309802.588,4845294.188
4174635,4154980,2017,2018,1927,PRIVATE,12,Toronto-St. Paul's,227 VAUGHAN RD,4,24,2019-02-20,57,Evaluation needs to be conducted in 1 year,15,3,3,4,3,2,2,N/A,1,N/A,2,2,2,5,3,4,4,N/A,3,N/A,N/A,S1229,43.6877852335,-79.4233040903,310967.502,4838428.419
4174636,4154982,2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,214 VAUGHAN RD,6,31,2019-02-20,81,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,5,N/A,3,5,4,3,5,5,4,4,4,N/A,3,4,N/A,S1229,43.6873436223,-79.4236433658,310940.194,4838379.329
4174637,4287729,2018,2018,1952,PRIVATE,11,University-Rosedale,470 SUMMERHILL AVE,3,17,2019-02-20,83,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,N/A,4,N/A,N/A,5,4,5,4,4,4,N/A,4,4,N/A,S1130,43.686627439,-79.374759908,314881.012,4838305.51
4174638,4154874,2017,2018,1960,PRIVATE,16,Don Valley East,3 ECCLESTON DR,4,61,2019-02-20,84,Evaluation needs to be conducted in 2 years,19,4,4,5,5,5,4,5,4,5,5,4,5,5,2,4,4,4,3,3,N/A,N1628,43.7269110332,-79.3147057039,319712.768,4842788.895
4174639,4154987,2017,2018,1938,PRIVATE,12,Toronto-St. Paul's,229 VAUGHAN RD,4,24,2019-02-19,79,Evaluation needs to be conducted in 2 years,14,4,4,4,4,4,4,N/A,3,N/A,N/A,4,3,5,4,4,4,N/A,4,N/A,N/A,S1229,43.6879366847,-79.4236664523,310938.274,4838445.218
4174640,4152997,2018,2018,1965,PRIVATE,04,Parkdale-High Park,115 DOWLING AVE,9,70,2019-02-19,53,Evaluation needs to be conducted in 1 year,17,3,3,3,2,3,3,N/A,3,2,N/A,2,3,4,3,2,2,3,2,2,N/A,S0437,43.6363526451,-79.4380647269,309781.782,4832713.518
4174641,4154986,2017,2018,1952,PRIVATE,12,Toronto-St. Paul's,236 VAUGHAN RD,5,79,2019-02-19,79,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,5,4,3,5,4,4,4,3,4,4,4,4,3,4,N/A,S1229,43.6878267633,-79.4247971619,310847.13,4838432.92
4174642,4153740,2018,2018,1980,PRIVATE,11,University-Rosedale,1233 YONGE ST,4,40,2019-02-19,75,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,N/A,4,N/A,N/A,3,2,5,3,4,4,N/A,3,4,N/A,S1121,43.6837736438,-79.3918217726,313506.154,4837985.526
4174643,4155079,2017,2018,1950,PRIVATE,05,York South-Weston,2507 EGLINTON AVE W,4,28,2019-02-19,72,Evaluation needs to be conducted in 2 years,17,4,3,5,3,3,3,N/A,4,N/A,3,4,5,5,2,3,3,4,3,4,N/A,W0537,43.691016873,-79.470029198,307200.235,4838785.964
4174644,4155040,2017,2018,1958,PRIVATE,08,Eglinton-Lawrence,1480 EGLINTON AVE W,4,11,2019-02-19,77,Evaluation needs to be conducted in 2 years,18,4,4,5,4,3,4,4,4,N/A,3,4,3,5,4,3,4,4,4,3,N/A,N0831,43.6981187343,-79.4400469676,309616.941,4839575.316
4174645,4155041,2017,2018,1955,PRIVATE,08,Eglinton-Lawrence,1490 EGLINTON AVE W,4,34,2019-02-19,81,Evaluation needs to be conducted in 2 years,17,4,4,5,4,5,5,N/A,4,N/A,3,4,4,5,3,3,4,4,4,4,N/A,N0831,43.6981168907,-79.4403546526,309592.14,4839575.093
4174646,4155042,2017,2018,1954,PRIVATE,08,Eglinton-Lawrence,1500 EGLINTON AVE W,4,34,2019-02-19,74,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,3,N/A,3,5,3,5,3,3,4,3,4,3,N/A,N0831,43.6980271168,-79.4407389878,309561.167,4839565.097
4174647,4169166,2017,2018,1960,SOCIAL HOUSING,08,Eglinton-Lawrence,1674 EGLINTON AVE W,4,40,2019-02-19,78,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,5,3,N/A,4,3,4,4,3,4,N/A,4,3,N/A,N0831,43.6970039967,-79.4454317501,309182.971,4839451.174
4174648,4155943,2017,2018,1965,TCHC,20,Scarborough Southwest,3171 EGLINTON AVE E,12,161,2019-02-19,74,Evaluation needs to be conducted in 2 years,18,4,3,3,4,4,4,4,3,4,N/A,3,4,4,5,3,4,4,4,3,N/A,E2027,43.7426229529,-79.22004925,327332.807,4844555.63
4174649,4154321,2017,2018,1960,PRIVATE,05,York South-Weston,2647 KEELE ST,3,33,2019-02-19,62,Evaluation needs to be conducted in 1 year,17,2,3,3,4,2,3,N/A,3,N/A,3,2,3,4,5,3,3,4,4,2,N/A,W0523,43.7218557003,-79.4808147675,306330.299,4842210.82
4174650,4155039,2017,2018,1960,PRIVATE,12,Toronto-St. Paul's,1675 EGLINTON AVE W,3,37,2019-02-19,75,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,4,N/A,3,N/A,3,3,5,5,4,3,4,N/A,3,3,N/A,S1222,43.6962776134,-79.4460738363,309131.262,4839370.443
4174651,4169173,2017,2018,1960,PRIVATE,12,Toronto-St. Paul's,1685 EGLINTON AVE W,3,38,2019-02-19,77,Evaluation needs to be conducted in 2 years,14,4,4,5,3,N/A,3,N/A,3,N/A,N/A,4,5,5,4,3,4,N/A,4,3,N/A,S1222,43.696203167,-79.446372358,309106.94,4839363.111
